"uid","level","topic","subtopic","skill","format","difficulty","time_s","stem_tex","answer_tex","distractors_tex","figure_url","tags","status","language"
"LIT4E001","4e","calcul_litteral","reduction","calcul","QCM","2","45","Réduire : $3x + 2x - x$","$4x$","$6x$|$2x$|$5x$","","flash;litteral;reduction_simple","validé","fr"
"LIT4E002","4e","calcul_litteral","reduction","calcul","QCM","2","45","Réduire : $5a - 3a + 7a$","$9a$","$15a$|$a$|$7a$","","flash;litteral;reduction_simple","validé","fr"
"LIT4E003","4e","calcul_litteral","reduction","calcul","QCM","2","50","Réduire : $2x^2 + 3x^2 - x^2$","$4x^2$","$6x^2$|$2x^2$|$5x^2$","","flash;litteral;reduction_carres","validé","fr"
"LIT4E004","4e","calcul_litteral","reduction","calcul","QCM","2","50","Réduire : $4x + 3 - 2x + 5$","$2x + 8$","$6x + 8$|$2x + 2$|$4x + 8$","","flash;litteral;reduction_constantes","validé","fr"
"LIT4E005","4e","calcul_litteral","reduction","calcul","QCM","3","60","Réduire : $3a^2 + 2a - a^2 + 4a$","$2a^2 + 6a$","$4a^2 + 6a$|$2a^2 + 2a$|$3a^2 + 6a$","","flash;litteral;reduction_mixte","validé","fr"
"LIT4E006","4e","calcul_litteral","equations","resolution","QCM","2","60","Résoudre : $2x + 3 = 7$","$x = 2$","$x = 4$|$x = 5$|$x = 10$","","flash;litteral;equation_simple","validé","fr"
"LIT4E007","4e","calcul_litteral","equations","resolution","QCM","2","60","Résoudre : $3x - 5 = 10$","$x = 5$","$x = 3$|$x = 15$|$x = 2$","","flash;litteral;equation_simple","validé","fr"
"LIT4E008","4e","calcul_litteral","equations","resolution","QCM","3","90","Résoudre : $2x + 1 = x + 4$","$x = 3$","$x = 1$|$x = 5$|$x = -3$","","flash;litteral;equation_inconnue_deux_membres","validé","fr"
"LIT4E009","4e","calcul_litteral","factorisation","calcul","QCM","2","45","Factoriser : $6x + 9$","$3(2x + 3)$","$3(6x + 9)$|$6(x + 9)$|$(6x + 3) \times 3$","","flash;litteral;factorisation_simple","validé","fr"
"LIT4E010","4e","calcul_litteral","factorisation","calcul","QCM","2","50","Factoriser : $x^2 + 3x$","$x(x + 3)$","$x(x^2 + 3)$|$(x + 3)^2$|$x^2(1 + 3x)$","","flash;litteral;factorisation_facteur_commun","validé","fr"
"LIT4E011","4e","calcul_litteral","developpement","calcul","QCM","2","40","Développer : $(x + 2)(x + 3)$","$x^2 + 5x + 6$","$x^2 + 6$|$2x^2 + 5x + 6$|$x^2 + 5x + 5$","","flash;litteral;double_distributivite","validé","fr"
"LIT4E012","4e","calcul_litteral","developpement","calcul","QCM","3","50","Développer : $(2a - 1)(a + 4)$","$2a^2 + 7a - 4$","$2a^2 - a + 4$|$2a^2 + 8a - 4$|$2a^2 + 7a + 4$","","flash;litteral;double_distributivite","validé","fr"
"LIT4E013","4e","calcul_litteral","reduction","calcul","QCM","2","40","Réduire : $7x - 4x + x$","$4x$","$8x$|$2x$|$12x$","","flash;litteral;reduction_signe","validé","fr"
"LIT4E014","4e","calcul_litteral","substitution","calcul","QCM","2","50","Si $x = -2$, calculer $x^2 + 3x - 1$","$-3$","$9$|$1$|$-7$","","flash;litteral;substitution_complexe","validé","fr"
"LIT4E015","4e","calcul_litteral","equations","resolution","QCM","3","90","Résoudre : $4x - 7 = 2x + 1$","$x = 4$","$x = 2$|$x = -4$|$x = 8$","","flash;litteral;equation_inconnue_deux_membres","validé","fr"
"LIT4E016","4e","calcul_litteral","reduction","calcul","QCM","3","60","Réduire : $5x^2 + 2x - 3x^2 - 4x$","$2x^2 - 2x$","$2x^2 + 6x$|$8x^2 - 2x$|$2x^2 + 2x$","","flash;litteral;reduction_complexe","validé","fr"
"LIT4E017","4e","calcul_litteral","reduction","calcul","QCM","3","50","Réduire : $3(x + 2) - 2(x - 1)$","$x + 8$","$x + 4$|$5x + 4$|$x - 4$","","flash;litteral;reduction_parentheses","validé","fr"
"LIT4E018","4e","calcul_litteral","reduction","calcul","QCM","2","40","Réduire : $8a - 3a + a$","$6a$","$12a$|$4a$|$11a$","","flash;litteral;reduction_simple","validé","fr"
"LIT4E019","4e","calcul_litteral","developpement","calcul","QCM","3","55","Développer et réduire : $2(x - 1) + 3(x + 2)$","$5x + 4$","$5x - 4$|$5x + 1$|$6x + 4$","","flash;litteral;developpement_reduction","validé","fr"
"LIT4E020","4e","calcul_litteral","equations","resolution","QCM","2","75","Résoudre : $5x = 20$","$x = 4$","$x = 5$|$x = 25$|$x = 100$","","flash;litteral;equation_produit","validé","fr"
